13/08/2023 - 04:28:29 PM	crxazwse(Joining/Connecting) connected from the server
13/08/2023 - 04:49:01 PM	Джейкоб Чурбан(Беженец) changed his team from 'Гражданин' to 'Беженец'
13/08/2023 - 04:49:02 PM	Виталя Спарда(Гражданин) entered 'discs_request'
13/08/2023 - 04:49:02 PM	Ганс Краппицкой(UNIT.MEDIC) entered 'discs_request'
13/08/2023 - 04:49:02 PM	Allan(Посыльный ГСР) entered 'discs_request'
13/08/2023 - 04:49:02 PM	РОМА(UNIT.3) entered 'discs_request'
13/08/2023 - 04:49:02 PM	Иисус Христос(Гражданин) said '/adminbeczhenec'
13/08/2023 - 04:49:03 PM	Иисус Христос(Беженец) changed his team from 'Гражданин' to 'Беженец'
13/08/2023 - 04:49:03 PM	Время 90-x[|ᎮԄຖɬ|](Пищевой снабдитель ГСР) entered 'discs_request'
13/08/2023 - 04:49:03 PM	Паралич мозга(Гражданин) entered 'discs_request'
13/08/2023 - 04:49:03 PM	Gamoda(Гражданин) entered 'discs_request'
13/08/2023 - 04:49:03 PM	Kserg31(OTA.SNIPER) entered 'discs_request'
13/08/2023 - 04:49:04 PM	Jaycob Worton(UNIT.3) entered 'discs_request'
13/08/2023 - 04:49:05 PM	Иван Золотцев(UNIT.2) entered 'discs_request'
13/08/2023 - 04:49:06 PM	Иисус Христос(Беженец) entered 'discs_request'
13/08/2023 - 04:49:06 PM	Total Devastation(Гражданин) entered 'discs_request'
13/08/2023 - 04:49:06 PM	unnonrp(OTA.ELITE) entered 'discs_request'
13/08/2023 - 04:49:06 PM	привет мой лучший(UNIT.5) entered 'discs_request'
13/08/2023 - 04:49:07 PM	Гроз Абдиларев(Гражданин) entered 'discs_request'
13/08/2023 - 04:49:07 PM	💀 SCP-173 💀(UA)(Гражданин) entered 'discs_request'
13/08/2023 - 04:49:08 PM	Джейкоб Чурбан(Беженец) entered 'discs_request'
13/08/2023 - 04:49:08 PM	Барни Барнакл(Гражданин) entered 'discs_request'
13/08/2023 - 04:49:09 PM	Вася(Гражданин) entered 'discs_request'
13/08/2023 - 04:49:09 PM	crxazwse(UNIT.1) entered 'discs_request'
13/08/2023 - 04:49:09 PM	Alex(UNIT.4) entered 'discs_request'
13/08/2023 - 04:49:11 PM	vadimhalo(OTA.ELITE) entered 'discs_request'
13/08/2023 - 04:49:11 PM	Олар(CMD.OTA) entered 'discs_request'
13/08/2023 - 04:49:12 PM	Виталя Спарда(Гражданин) entered 'discs_request'
13/08/2023 - 04:49:12 PM	Ганс Краппицкой(UNIT.MEDIC) entered 'discs_request'
13/08/2023 - 04:49:12 PM	Allan(Посыльный ГСР) said '/job Гонец'
13/08/2023 - 04:49:12 PM	Allan(Посыльный ГСР) entered 'discs_request'
13/08/2023 - 04:49:12 PM	РОМА(UNIT.3) entered 'discs_request'
13/08/2023 - 04:49:13 PM	Время 90-x[|ᎮԄຖɬ|](Пищевой снабдитель ГСР) entered 'discs_request'
13/08/2023 - 04:49:13 PM	Паралич мозга(Гражданин) entered 'discs_request'
13/08/2023 - 04:49:13 PM	Gamoda(Гражданин) entered 'discs_request'
13/08/2023 - 04:49:13 PM	Kserg31(OTA.SNIPER) entered 'discs_request'
13/08/2023 - 04:49:14 PM	Jaycob Worton(UNIT.3) entered 'discs_request'
13/08/2023 - 04:49:15 PM	crxazwse(UNIT.1) said '/admingrazhdanicn'
13/08/2023 - 04:49:15 PM	crxazwse(Гражданин) changed his team from 'UNIT.1' to 'Гражданин'
13/08/2023 - 04:49:15 PM	Иван Золотцев(UNIT.2) entered 'discs_request'
13/08/2023 - 04:49:16 PM	Иисус Христос(Беженец) entered 'discs_request'
13/08/2023 - 04:49:16 PM	Total Devastation(Гражданин) entered 'discs_request'
13/08/2023 - 04:49:16 PM	unnonrp(OTA.ELITE) entered 'discs_request'
13/08/2023 - 04:49:16 PM	привет мой лучший(UNIT.5) entered 'discs_request'
13/08/2023 - 04:49:17 PM	Гроз Абдиларев(Гражданин) entered 'discs_request'
13/08/2023 - 04:49:17 PM	💀 SCP-173 💀(UA)(Гражданин) entered 'discs_request'
13/08/2023 - 04:49:18 PM	Джейкоб Чурбан(Беженец) entered 'discs_request'
13/08/2023 - 04:49:18 PM	Барни Барнакл(Гражданин) entered 'discs_request'
13/08/2023 - 04:49:19 PM	Вася(Гражданин) entered 'discs_request'
13/08/2023 - 04:49:19 PM	crxazwse(Гражданин) entered 'discs_request'
13/08/2023 - 04:49:19 PM	Alex(UNIT.4) entered 'discs_request'
13/08/2023 - 04:49:20 PM	TEAM Chat : Ганс Краппицкой(UNIT.MEDIC) said 'Медик вышел на службу'
13/08/2023 - 04:49:20 PM	Allan(Посыльный ГСР) said '/me получил посылку'
13/08/2023 - 04:49:21 PM	vadimhalo(OTA.ELITE) entered 'discs_request'
13/08/2023 - 04:49:21 PM	Олар(CMD.OTA) entered 'discs_request'
13/08/2023 - 04:49:22 PM	Виталя Спарда(Гражданин) entered 'discs_request'
13/08/2023 - 04:49:22 PM	Время 90-x[|ᎮԄຖɬ|](Пищевой снабдитель ГСР) bought 'Мука' for $1
13/08/2023 - 04:49:22 PM	Allan(Посыльный ГСР) entered 'discs_request'
13/08/2023 - 04:49:22 PM	Ганс Краппицкой(UNIT.MEDIC) entered 'discs_request'
13/08/2023 - 04:49:22 PM	РОМА(UNIT.3) entered 'discs_request'
13/08/2023 - 04:49:23 PM	Время 90-x[|ᎮԄຖɬ|](Пищевой снабдитель ГСР) entered 'discs_request'
13/08/2023 - 04:49:23 PM	Паралич мозга(Гражданин) entered 'discs_request'
13/08/2023 - 04:49:23 PM	Gamoda(Гражданин) entered 'discs_request'
13/08/2023 - 04:49:23 PM	Kserg31(OTA.SNIPER) entered 'discs_request'
13/08/2023 - 04:49:24 PM	Jaycob Worton(UNIT.3) entered 'discs_request'
13/08/2023 - 04:49:24 PM	Время 90-x[|ᎮԄຖɬ|](Пищевой снабдитель ГСР) bought 'Мука' for $1
13/08/2023 - 04:49:25 PM	Иван Золотцев(UNIT.2) entered 'discs_request'
13/08/2023 - 04:49:26 PM	Иисус Христос(Беженец) entered 'discs_request'
13/08/2023 - 04:49:26 PM	Total Devastation(Гражданин) entered 'discs_request'
13/08/2023 - 04:49:26 PM	unnonrp(OTA.ELITE) entered 'discs_request'
13/08/2023 - 04:49:26 PM	привет мой лучший(UNIT.5) entered 'discs_request'
13/08/2023 - 04:49:26 PM	Время 90-x[|ᎮԄຖɬ|](Пищевой снабдитель ГСР) bought 'Мука' for $1
13/08/2023 - 04:49:27 PM	Гроз Абдиларев(Гражданин) entered 'discs_request'
13/08/2023 - 04:49:27 PM	💀 SCP-173 💀(UA)(Гражданин) entered 'discs_request'
13/08/2023 - 04:49:28 PM	Джейкоб Чурбан(Беженец) entered 'discs_request'
13/08/2023 - 04:49:28 PM	Барни Барнакл(Гражданин) entered 'discs_request'
13/08/2023 - 04:49:29 PM	Вася(Гражданин) entered 'discs_request'
13/08/2023 - 04:49:29 PM	Время 90-x[|ᎮԄຖɬ|](Пищевой снабдитель ГСР) bought 'Мука' for $1
13/08/2023 - 04:49:29 PM	crxazwse(Гражданин) entered 'discs_request'
13/08/2023 - 04:49:29 PM	squadron(Joining/Connecting) connected from the server
13/08/2023 - 04:49:29 PM	Alex(UNIT.4) entered 'discs_request'
13/08/2023 - 04:49:30 PM	Ганс Краппицкой(UNIT.MEDIC) used ULX command ' noclip'
13/08/2023 - 04:49:31 PM	vadimhalo(OTA.ELITE) entered 'discs_request'
13/08/2023 - 04:49:31 PM	Время 90-x[|ᎮԄຖɬ|](Пищевой снабдитель ГСР) bought 'Мука' for $1
13/08/2023 - 04:49:31 PM	Олар(CMD.OTA) entered 'discs_request'
13/08/2023 - 04:49:32 PM	Виталя Спарда(Гражданин) entered 'discs_request'
13/08/2023 - 04:49:32 PM	Ганс Краппицкой(UNIT.MEDIC) entered 'discs_request'
13/08/2023 - 04:49:32 PM	Allan(Посыльный ГСР) entered 'discs_request'
13/08/2023 - 04:49:32 PM	РОМА(UNIT.3) entered 'discs_request'
13/08/2023 - 04:49:32 PM	Время 90-x[|ᎮԄຖɬ|](Пищевой снабдитель ГСР) entered 'discs_request'
13/08/2023 - 04:49:33 PM	Паралич мозга(Гражданин) entered 'discs_request'
13/08/2023 - 04:49:33 PM	Gamoda(Гражданин) entered 'atmos_startsnow'
13/08/2023 - 04:49:33 PM	Время 90-x[|ᎮԄຖɬ|](Пищевой снабдитель ГСР) bought 'Мука' for $1
13/08/2023 - 04:49:33 PM	Gamoda(Гражданин) entered 'atmos_stopsnow'
13/08/2023 - 04:49:33 PM	Виталя Спарда(Гражданин) said '/admicnunit4'
13/08/2023 - 04:49:33 PM	Gamoda(Гражданин) entered 'discs_request'
13/08/2023 - 04:49:33 PM	Kserg31(OTA.SNIPER) entered 'discs_request'
13/08/2023 - 04:49:33 PM	Gamoda(Гражданин) entered 'atmos_stopstorm'
13/08/2023 - 04:49:34 PM	Gamoda(Гражданин) entered 'atmos_startstorm'
13/08/2023 - 04:49:34 PM	Jaycob Worton(UNIT.3) entered 'discs_request'
13/08/2023 - 04:49:35 PM	Иван Золотцев(UNIT.2) entered 'discs_request'
13/08/2023 - 04:49:35 PM	Время 90-x[|ᎮԄຖɬ|](Пищевой снабдитель ГСР) bought 'Мука' for $1
13/08/2023 - 04:49:36 PM	Иисус Христос(Беженец) entered 'discs_request'
13/08/2023 - 04:49:36 PM	Total Devastation(Гражданин) entered 'discs_request'
13/08/2023 - 04:49:36 PM	unnonrp(OTA.ELITE) entered 'discs_request'
13/08/2023 - 04:49:36 PM	привет мой лучший(UNIT.5) entered 'discs_request'
13/08/2023 - 04:49:37 PM	Гроз Абдиларев(Гражданин) entered 'discs_request'
13/08/2023 - 04:49:37 PM	Gamoda(Гражданин) entered 'FPP_sendblocked'
13/08/2023 - 04:49:37 PM	Gamoda(Гражданин) entered 'FPP_sendblocked'
13/08/2023 - 04:49:37 PM	Gamoda(Гражданин) entered 'FPP_sendblocked'
13/08/2023 - 04:49:37 PM	Gamoda(Гражданин) entered 'FPP_sendblocked'
13/08/2023 - 04:49:37 PM	Gamoda(Гражданин) entered 'FPP_sendblocked'
13/08/2023 - 04:49:37 PM	Gamoda(Гражданин) entered 'FPP_sendblocked'
13/08/2023 - 04:49:37 PM	💀 SCP-173 💀(UA)(Гражданин) entered 'discs_request'
13/08/2023 - 04:49:38 PM	Джейкоб Чурбан(Беженец) entered 'discs_request'
13/08/2023 - 04:49:38 PM	Барни Барнакл(Гражданин) entered 'discs_request'
13/08/2023 - 04:49:39 PM	Вася(Гражданин) entered 'discs_request'
13/08/2023 - 04:49:39 PM	crxazwse(Гражданин) entered 'discs_request'
13/08/2023 - 04:49:39 PM	Alex(UNIT.4) entered 'discs_request'
13/08/2023 - 04:49:41 PM	vadimhalo(OTA.ELITE) entered 'discs_request'
13/08/2023 - 04:49:41 PM	Олар(CMD.OTA) entered 'discs_request'
13/08/2023 - 04:49:42 PM	Виталя Спарда(Гражданин) entered 'discs_request'
13/08/2023 - 04:49:42 PM	Ганс Краппицкой(UNIT.MEDIC) entered 'discs_request'
13/08/2023 - 04:49:42 PM	Allan(Посыльный ГСР) entered 'discs_request'
13/08/2023 - 04:49:42 PM	РОМА(UNIT.3) entered 'discs_request'
13/08/2023 - 04:49:43 PM	Время 90-x[|ᎮԄຖɬ|](Пищевой снабдитель ГСР) entered 'discs_request'
13/08/2023 - 04:49:43 PM	Паралич мозга(Гражданин) entered 'discs_request'
13/08/2023 - 04:49:43 PM	Gamoda(Гражданин) entered 'discs_request'
13/08/2023 - 04:49:43 PM	Kserg31(OTA.SNIPER) entered 'discs_request'
13/08/2023 - 04:49:44 PM	Jaycob Worton(UNIT.3) entered 'discs_request'
13/08/2023 - 04:49:45 PM	Иван Золотцев(UNIT.2) entered 'discs_request'
13/08/2023 - 04:49:46 PM	Иисус Христос(Беженец) entered 'discs_request'
13/08/2023 - 04:49:46 PM	unnonrp(OTA.ELITE) entered 'discs_request'
13/08/2023 - 04:49:46 PM	Total Devastation(Гражданин) entered 'discs_request'
13/08/2023 - 04:49:46 PM	привет мой лучший(UNIT.5) entered 'discs_request'
13/08/2023 - 04:49:47 PM	Гроз Абдиларев(Гражданин) entered 'discs_request'
13/08/2023 - 04:49:47 PM	💀 SCP-173 💀(UA)(Гражданин) entered 'discs_request'
13/08/2023 - 04:49:48 PM	Джейкоб Чурбан(Беженец) entered 'discs_request'
13/08/2023 - 04:49:48 PM	Гроз Абдиларев(Гражданин) said 'ты посыльный?'
13/08/2023 - 04:49:48 PM	Барни Барнакл(Гражданин) entered 'discs_request'
13/08/2023 - 04:49:49 PM	Вася(Гражданин) entered 'discs_request'
13/08/2023 - 04:49:49 PM	crxazwse(Гражданин) entered 'discs_request'
13/08/2023 - 04:49:49 PM	Alex(UNIT.4) entered 'discs_request'
13/08/2023 - 04:49:51 PM	vadimhalo(OTA.ELITE) entered 'discs_request'
13/08/2023 - 04:49:51 PM	Олар(CMD.OTA) entered 'discs_request'
13/08/2023 - 04:49:51 PM	Барни Барнакл(Гражданин) spawned a 'models/props_junk/TrafficCone001a.mdl'
13/08/2023 - 04:49:52 PM	Виталя Спарда(Гражданин) entered 'discs_request'
13/08/2023 - 04:49:52 PM	Allan(Посыльный ГСР) entered 'discs_request'
13/08/2023 - 04:49:52 PM	Ганс Краппицкой(UNIT.MEDIC) entered 'discs_request'
13/08/2023 - 04:49:52 PM	РОМА(UNIT.3) entered 'discs_request'
13/08/2023 - 04:49:52 PM	Время 90-x[|ᎮԄຖɬ|](Пищевой снабдитель ГСР) entered 'discs_request'
13/08/2023 - 04:49:53 PM	Паралич мозга(Гражданин) entered 'discs_request'
13/08/2023 - 04:49:53 PM	Gamoda(Гражданин) entered 'discs_request'
13/08/2023 - 04:49:53 PM	Kserg31(OTA.SNIPER) entered 'discs_request'
13/08/2023 - 04:49:53 PM	Gamoda(Гражданин) said 'Мало'
13/08/2023 - 04:49:54 PM	Jaycob Worton(UNIT.3) entered 'discs_request'
13/08/2023 - 04:49:54 PM	[HURT] Паралич мозга(Гражданин) hurt 💀 SCP-173 💀(UA)(Гражданин) with 28 damage using swb_smg
13/08/2023 - 04:49:54 PM	[HURT] Паралич мозга(Гражданин) hurt 💀 SCP-173 💀(UA)(Гражданин) with 28 damage using swb_smg
13/08/2023 - 04:49:54 PM	[HURT] Паралич мозга(Гражданин) hurt 💀 SCP-173 💀(UA)(Гражданин) with 28 damage using swb_smg
13/08/2023 - 04:49:55 PM	Иван Золотцев(UNIT.2) entered 'discs_request'
13/08/2023 - 04:49:55 PM	[KILL] Паралич мозга(Гражданин) killed 💀 SCP-173 💀(UA)(Гражданин) with 28 damage using swb_smg
13/08/2023 - 04:49:56 PM	Иисус Христос(Беженец) entered 'discs_request'
13/08/2023 - 04:49:56 PM	Total Devastation(Гражданин) entered 'discs_request'
13/08/2023 - 04:49:56 PM	unnonrp(OTA.ELITE) entered 'discs_request'
13/08/2023 - 04:49:56 PM	привет мой лучший(UNIT.5) entered 'discs_request'
13/08/2023 - 04:49:57 PM	Гроз Абдиларев(Гражданин) entered 'discs_request'
13/08/2023 - 04:49:57 PM	💀 SCP-173 💀(UA)(Гражданин) entered 'discs_request'
13/08/2023 - 04:49:58 PM	Джейкоб Чурбан(Беженец) entered 'discs_request'
13/08/2023 - 04:49:58 PM	Барни Барнакл(Гражданин) entered 'discs_request'
13/08/2023 - 04:49:59 PM	Вася(Гражданин) entered 'discs_request'
13/08/2023 - 04:49:59 PM	crxazwse(Гражданин) entered 'discs_request'
13/08/2023 - 04:49:59 PM	Alex(UNIT.4) entered 'discs_request'
13/08/2023 - 04:50:00 PM	Gamoda(Гражданин) said '85'
13/08/2023 - 04:50:01 PM	vadimhalo(OTA.ELITE) entered 'discs_request'
13/08/2023 - 04:50:01 PM	Барни Барнакл(Гражданин) spawned a 'models/props_c17/canister01a.mdl'
13/08/2023 - 04:50:01 PM	Олар(CMD.OTA) entered 'discs_request'
13/08/2023 - 04:50:02 PM	Виталя Спарда(Гражданин) entered 'discs_request'
13/08/2023 - 04:50:02 PM	Ганс Краппицкой(UNIT.MEDIC) entered 'discs_request'
13/08/2023 - 04:50:02 PM	Allan(Посыльный ГСР) entered 'discs_request'
13/08/2023 - 04:50:02 PM	РОМА(UNIT.3) entered 'discs_request'
13/08/2023 - 04:50:02 PM	Время 90-x[|ᎮԄຖɬ|](Пищевой снабдитель ГСР) entered 'discs_request'
13/08/2023 - 04:50:03 PM	Паралич мозга(Гражданин) entered 'discs_request'
13/08/2023 - 04:50:03 PM	Gamoda(Гражданин) entered 'discs_request'
13/08/2023 - 04:50:03 PM	Kserg31(OTA.SNIPER) entered 'discs_request'
13/08/2023 - 04:50:04 PM	Jaycob Worton(UNIT.3) entered 'discs_request'
13/08/2023 - 04:50:05 PM	Иван Золотцев(UNIT.2) entered 'discs_request'
13/08/2023 - 04:50:06 PM	Иисус Христос(Беженец) entered 'discs_request'
13/08/2023 - 04:50:06 PM	Total Devastation(Гражданин) entered 'discs_request'
13/08/2023 - 04:50:06 PM	unnonrp(OTA.ELITE) entered 'discs_request'
13/08/2023 - 04:50:06 PM	привет мой лучший(UNIT.5) entered 'discs_request'
13/08/2023 - 04:50:07 PM	Гроз Абдиларев(Гражданин) entered 'discs_request'
13/08/2023 - 04:50:07 PM	💀 SCP-173 💀(UA)(Гражданин) entered 'discs_request'
13/08/2023 - 04:50:07 PM	Барни Барнакл(Гражданин) spawned a 'models/props_c17/canister01a.mdl'
13/08/2023 - 04:50:08 PM	Джейкоб Чурбан(Беженец) entered 'discs_request'
13/08/2023 - 04:50:08 PM	Барни Барнакл(Гражданин) entered 'discs_request'
13/08/2023 - 04:50:09 PM	Вася(Гражданин) entered 'discs_request'
13/08/2023 - 04:50:09 PM	Gamoda(Гражданин) said 'давай'
13/08/2023 - 04:50:09 PM	crxazwse(Гражданин) entered 'discs_request'
13/08/2023 - 04:50:09 PM	Alex(UNIT.4) entered 'discs_request'
13/08/2023 - 04:50:11 PM	vadimhalo(OTA.ELITE) entered 'discs_request'
13/08/2023 - 04:50:11 PM	Олар(CMD.OTA) entered 'discs_request'
13/08/2023 - 04:50:12 PM	Виталя Спарда(Гражданин) entered 'discs_request'
13/08/2023 - 04:50:12 PM	unnonrp(OTA.ELITE) said 'Готов!'
13/08/2023 - 04:50:12 PM	Ганс Краппицкой(UNIT.MEDIC) entered 'discs_request'
13/08/2023 - 04:50:12 PM	Allan(Посыльный ГСР) entered 'discs_request'
13/08/2023 - 04:50:12 PM	РОМА(UNIT.3) entered 'discs_request'
13/08/2023 - 04:50:13 PM	Время 90-x[|ᎮԄຖɬ|](Пищевой снабдитель ГСР) entered 'discs_request'
13/08/2023 - 04:50:13 PM	Паралич мозга(Гражданин) entered 'discs_request'
13/08/2023 - 04:50:13 PM	Gamoda(Гражданин) entered 'discs_request'
13/08/2023 - 04:50:13 PM	Kserg31(OTA.SNIPER) entered 'discs_request'
